"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",TIME,""Value"",""Flag Codes"""
"ITA,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"ITA,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"ITA,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",34.498,"
"ITA,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",34.119,"
"ITA,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",34.666,"
"ITA,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"ITA,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"ITA,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"ITA,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"ITA,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",27.714,"
"ITA,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",26.891,"
"ITA,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",27.76,"
"ITA,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"ITA,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"ITA,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"ITA,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"ITA,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",41.485,"
"ITA,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",41.615,"
"ITA,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",41.892,"
"JPN,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"JPN,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"JPN,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"JPN,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"JPN,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",70.764,"
"JPN,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",71.098,"
"JPN,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",72.123,"
"JPN,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"JPN,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"JPN,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"JPN,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"JPN,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",67.671,"
"JPN,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",67.715,"
"JPN,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",67.995,"
"JPN,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"JPN,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"JPN,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"JPN,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"JPN,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",74.007,"
"JPN,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",74.664,"
"JPN,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",76.487,"
"KOR,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"KOR,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"KOR,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"KOR,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"KOR,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",,""M"""
"KOR,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",,""M"""
"KOR,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",,""M"""
"KOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"KOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"KOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"KOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"KOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",,""M"""
"KOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",,""M"""
"KOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",,""M"""
"KOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"KOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"KOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"KOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"KOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",,""M"""
"KOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",,""M"""
"KOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",,""M"""
"LUX,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"LUX,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"LUX,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"LUX,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"LUX,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",15.816,"
"LUX,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",21.643,"
"LUX,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",24.483,"
"LUX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"LUX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"LUX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"LUX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"LUX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",13.848,"
"LUX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",18.399,"
"LUX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",20.177,"
"LUX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"LUX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"LUX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"LUX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"LUX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",17.931,"
"LUX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",25.086,"
"LUX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",29.02,"
"MEX,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",17.984,"
"MEX,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",20.803,"
"MEX,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",22.504,"
"MEX,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",23.48,"
"MEX,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",24.564,"
"MEX,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",25.047,"
"MEX,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",26.079,"
"MEX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",17.098,"
"MEX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",19.585,"
"MEX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",21.597,"
"MEX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",22.702,"
"MEX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",23.94,"
"MEX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",24.606,"
"MEX,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",25.436,"
"MEX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",18.834,"
"MEX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",21.978,"
"MEX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",23.395,"
"MEX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",24.257,"
"MEX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",25.203,"
"MEX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",25.521,"
"MEX,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",26.749,"
"NLD,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"NLD,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",44.944,"
"NLD,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",45.612,"
"NLD,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",49.228,"
"NLD,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",45.118,"
"NLD,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",46.057,"
"NLD,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",48.841,"
"NLD,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"NLD,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",39.132,"
"NLD,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",39.63,"
"NLD,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",43.093,"
"NLD,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",38.725,"
"NLD,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",39.861,"
"NLD,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",43.029,"
"NLD,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"NLD,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",50.911,"
"NLD,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",51.736,"
"NLD,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",55.518,"
"NLD,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",51.681,"
"NLD,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",52.434,"
"NLD,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",54.844,"
"NZL,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",65.323,"
"NZL,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",68.832,"
"NZL,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",75.345,"
"NZL,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",78.076,"
"NZL,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",71.261,"
"NZL,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",73.887,"
"NZL,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",74.882,"
"NZL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",53.695,"
"NZL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",58.657,"
"NZL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",63.756,"
"NZL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",66.335,"
"NZL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",58.4,"
"NZL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",63.757,"
"NZL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",67.525,"
"NZL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",76.682,"
"NZL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",78.618,"
"NZL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",86.51,"
"NZL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",89.409,"
"NZL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",84.24,"
"NZL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",83.881,"
"NZL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",82.171,"
"NOR,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",48.158,"
"NOR,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"NOR,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"NOR,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"NOR,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",44.787,"
"NOR,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",46.893,"
"NOR,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",46.357,"
"NOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",37.885,"
"NOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"NOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"NOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"NOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",35.407,"
"NOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",37.584,"
"NOR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",36.376,"
"NOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",58.72,"
"NOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"NOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"NOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"NOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",54.584,"
"NOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",56.694,"
"NOR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",56.936,"
"POL,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"POL,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"POL,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"POL,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"POL,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",,""M"""
"POL,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",,""M"""
"POL,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",,""M"""
"POL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"POL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"POL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"POL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"POL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",,""M"""
"POL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",,""M"""
"POL,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",,""M"""
"POL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"POL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"POL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"POL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"POL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",,""M"""
"POL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",,""M"""
"POL,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",,""M"""
"PRT,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",31.522,"
"PRT,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",39.966,"
"PRT,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",37.252,"
"PRT,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",40.386,"
"PRT,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",42.904,"
"PRT,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",41.903,"
"PRT,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",40.509,"
"PRT,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",22.4,"
"PRT,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",30.309,"
"PRT,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",28.702,"
"PRT,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",32.08,"
"PRT,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",34.791,"
"PRT,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",33.859,"
"PRT,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",32.559,"
"PRT,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",40.892,"
"PRT,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",50.048,"
"PRT,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",46.171,"
"PRT,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",48.838,"
"PRT,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",51.169,"
"PRT,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",50.126,"
"PRT,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",48.611,"
"SVK,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"SVK,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"SVK,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"SVK,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"SVK,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",44.505,"
"SVK,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",42.748,"
"SVK,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",41.103,"
"SVK,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"SVK,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"SVK,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"SVK,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"SVK,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",31.676,"
"SVK,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",30.309,"
"SVK,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",29.635,"
"SVK,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"SVK,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"SVK,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"SVK,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"SVK,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",57.877,"
"SVK,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",55.691,"
"SVK,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",53.067,"
"ESP,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"ESP,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"ESP,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"ESP,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"ESP,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",52.402,"
"ESP,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",59.296,"
"ESP,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",60.427,"
"ESP,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"ESP,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"ESP,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"ESP,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"ESP,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",45.701,"
"ESP,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",52.671,"
"ESP,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",51.481,"
"ESP,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"ESP,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"ESP,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"ESP,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"ESP,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",59.368,"
"ESP,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",66.138,"
"ESP,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",69.827,"
"SWE,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"SWE,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"SWE,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"SWE,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"SWE,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",40.712,"
"SWE,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",41.097,"
"SWE,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",40.62,"
"SWE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"SWE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"SWE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"SWE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"SWE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",30.821,"
"SWE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",30.481,"
"SWE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",30.366,"
"SWE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"SWE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"SWE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"SWE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"SWE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",51.015,"
"SWE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",52.16,"
"SWE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",51.346,"
"CHE,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"CHE,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"CHE,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"CHE,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",,""M"""
"CHE,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",48.462,"
"CHE,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",49.633,"
"CHE,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",48.62,"
"CHE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"CHE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"CHE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"CHE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",,""M"""
"CHE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",48.476,"
"CHE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",49.469,"
"CHE,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",48.549,"
"CHE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"CHE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"CHE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"CHE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"CHE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",48.498,"
"CHE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",49.85,"
"CHE,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",48.74,"
"TUR,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",,""M"""
"TUR,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"TUR,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",,""M"""
"TUR,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",46.37,"
"TUR,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",46.521,"
"TUR,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",55.798,"
"TUR,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",60.917,"
"TUR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",,""M"""
"TUR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
"TUR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2011"",,""M"""
"TUR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2012"",48.362,"
"TUR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2013"",48.534,"
"TUR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2014"",55.426,"
"TUR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2015"",60.892,"
"TUR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"TUR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"TUR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"TUR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2012"",44.327,"
"TUR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2013"",44.467,"
"TUR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2014"",56.236,"
"TUR,""GRADRATE"",""TRY_WOMEN"",""PC"",""A"",""2015"",61.014,"
"GBR,""GRADRATE"",""TRY"",""PC"",""A"",""2005"",33.051,"
"GBR,""GRADRATE"",""TRY"",""PC"",""A"",""2010"",,""M"""
"GBR,""GRADRATE"",""TRY"",""PC"",""A"",""2011"",35.714,"
"GBR,""GRADRATE"",""TRY"",""PC"",""A"",""2012"",37.343,"
"GBR,""GRADRATE"",""TRY"",""PC"",""A"",""2013"",47.234,"
"GBR,""GRADRATE"",""TRY"",""PC"",""A"",""2014"",47.709,"
"GBR,""GRADRATE"",""TRY"",""PC"",""A"",""2015"",44.216,"
"GBR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2005"",27.945,"
"GBR,""GRADRATE"",""TRY_MEN"",""PC"",""A"",""2010"",,""M"""
